,label,title,title2
517,5,como-hacer-scroll-en-un-listview-que-est-dentro-de-un-scrollview-en-android.markdown,Cómo Hacer Scroll en Un ListView Que Está Dentro De Un ScrollView en  Android
80,5,giroscopio-acelerometro-movimientos-android.markdown,Utilizando El Acelerómetro Y Giroscopio en Android Para Detectar Movimientos
510,5,introduccion-al-ndk-de-android.md,Introducción al NDK de Android
103,5,programacion-android-intents-categorias.md,Programación Android: Intents - Categorías
40,5,eliminar-la-pila-de-actividades-back-stack-en-android.md,Eliminar la pila de actividades (Back Stack) en Android
71,5,fundamentos-programacion-android-ciclo.md,Fundamentos programación Android: Ciclo de vida de los componentes
152,5,programacion-android-implementando-un_29.md,Programación Android: Implementando un Content Provider (Parte 4)
397,5,programacion-android-interfaz-grafica.md,Programación Android: Interfaz gráfica. Conceptos básicos
155,5,programacion-android-implementando-un.md,Programación Android: Implementando un Content Provider (Parte 1)
388,5,programacion-android-implementando-un_14.md,Programación Android: Implementando un Content Provider (Parte 3)
562,5,customadapter.md,Cómo crear un adapter personalizado en Android
421,5,programacion-android-como-se-resuelven.md,Programación Android: Cómo se resuelven los Intents
7,5,grid-spacing-en-android.md,Grid Spacing en Android
39,5,crear-un-gridview-con-adaptador-personalizado-en-android.md,Crear un GridView con Adaptador personalizado en Android
579,6,eliminar-recursos-sin-usar-en-android.md,Eliminar recursos sin usar en Android
192,6,terminada-la-primera-parte-del-manual.md,Terminada la primera parte del manual Android
254,6,programacion-android-recursos.md,Programación Android: Recursos - Introducción
503,6,programacion-android-recursos-trabajar.md,Programación Android: Recursos - Trabajar con recursos XML arbitrarios
178,6,programacion-android-recursos-usando.md,Programación Android: Recursos - Usando recursos
316,6,programacion-android-recursos-trabajar_04.md,Programación Android: Recursos - Trabajar con recursos Assets
365,6,programacion-android-recursos-sintaxis.md,Programación Android: Recursos - Sintaxis de los Recursos
62,6,cambiar-el-color-del-summary-en-una-preferencia-android.md,Cambiar el color del summary en una Preferencia Android
478,6,estilosytemas.md,Programación Android: Interfaz gráfica - Estilos y Temas
473,6,crear-enlaces-en-un-textview-con-la-etiqueta-html-a-href-en-android.md,Crear enlaces en un TextView con la etiqueta HTML
105,6,programacion-android-hola-mundo.md,Programación Android: Hola Mundo
210,6,programacion-android-recursos-recursos.md,Programación Android: Recursos - Recursos y cambios de configuración
556,6,programacion-android-recursos-2.md,Programación Android: Recursos compilados y no compilados
535,6,programacion-android-recursos-repasando.md,Programación Android: Recursos - Repasando la estructura del directorio de recursos
392,6,planteamiento-del-curso-de-android.md,Planteamiento del Curso de Android
530,6,programacion-android-recursos-strings.md,Programación Android: Recursos - Strings
179,6,programacion-android-recursos-trabajar-2.md,Programación Android: Recursos - Trabajar con recursos RAW
285,6,programacion-android-recursos-arrays-de.md,Programación Android: Recursos - Arrays de strings
462,6,programacion-android-recursos-layout.md,Programación Android: Recursos - Layout
529,7,9-libros-que-debes-leer-para-ser-un-data-scientist-o-data-engineer.markdown,18 Libros Que Debes Leer Para Ser Un Data Scientist O Data Engineer
523,7,how-to-compile-opencv3-nonfree-part-from-source.en.md,How to Compile  OpenCV 3.0+ nonfree part from source
570,7,nueva-guia-5-ways-zenith-insurance-are-using-predictive-analytics-to-leverage-big-data.markdown,Nueva Guía: 5 Ways Zenith Insurance Are Using Predictive Analytics to Leverage Big Data
563,7,nueva-guia-gratuita-cybersecurity-dummies-ebook.md,Nueva guía gratuita: Cybersecurity for Dummies eBook
557,7,nueva-guia-security-for-a-faster-world.md,Nueva Guía: Security for a Faster World
286,7,5-libros-de-no-ficcion-que-todo-geek-deberia-leer.md,21 Libros de No-Ficción que todo Geek debería leer
543,7,how-the-cloud-will-change-application-release-applications.md,Nueva Guía: How the Cloud will Change Application Release Applications
551,7,the-best-web-programming-languages-to-learn.markdown,Guia Gratuíta: The Best Web Programming Languages to Learn
528,7,discovering-vulnerable-web-applications.md,Nueva guía: Discovering Vulnerable Web Applications
522,7,nueva-guia-newbies-getting-started.md,Nueva guía: A Newbies Getting Started Guide to Linux
481,7,getting-analytics-right.markdown,'Libro Gratuito: Getting Analytics Right'
509,7,10-things-you-must-do-with-a-brand-new-router.markdown,'Ebook Gratuito: 10 Things You Must Do With a Brand New Router'
376,7,nueva-guia-developer-report-top-social-media-and-html5-considerations-for-mobile-app-success.md,Nueva guía: Developer Report: Top Social Media and HTML5 Considerations for Mobile App Success
389,7,linux-bash-programming-cookbook.markdown,'Libro Gratuito: Linux BASH Programming Cookbook'
391,7,nueva-guia-the-top-10-reports-for-managing-vulnerabilities.md,Nueva Guía: The Top 10 Reports for Managing Vulnerabilities
410,7,acceder-variable-dentro-funcion-r.en.markdown,How to modify a variable inside a function in R
413,7,nueva-gua-the-essentials-of-information-security-kit.markdown,Nueva Guía: The Essentials of Information Security Kit
349,7,nueva-guia-the-essentials-of-information-security-kit.md,Nueva Guía: The Essentials of Information Security Kit
348,7,videos-de-la-semana-time-lapses-y.md,Vídeos de la semana - Time-Lapses y cortos de animación
422,7,nueva-guia-behind-the-mask-the-changing-face-of-hacking.markdown,"Nueva Guía: Behind the Mask, the Changing Face of Hacking"
425,7,nueva-guia-mac-os-x-lion-ultimate-guide.md,Nueva guía: Mac OS X Lion: The Ultimate Guide
426,7,nueva-guia-voip-vulnerabilities.md,Nueva Guía: VoIP Vulnerabilities
429,7,how-to-solve-missing-url-for-attribute-src-in-tag-a-error-in-amp-mustache.en.markdown,How to Solve 'Missing URL for Attribute 'Src' in Tag 'a'' Error in Amp-mustache
335,7,resources-channels-blogs-podcast-about-computer-science-security-data-science.en.md,"54 Blogs / Channels / Podcast about Computer Science, Security & Data Science"
446,7,c-syntax-highlighted-script.en.md,C++ syntax highlighted script
332,7,libro-gratuito-android-programming-cookbook.markdown,Libro Gratuito. Android Programming Cookbook
453,7,nueva-guia-session-hijacking-how-to-protect-your-customers-and-your-corporate-data.md,Nueva guía: Session Hijacking: How to Protect your Customers and your Corporate Data
454,7,my-first-game-jam-unlimitosis.en.md,My experience in Game Jam 2017 
458,7,Compile-OpenCV-3.2-with-Java-IntelliJ-IDEA.en.md,Compile OpenCV 3.2 with Java and use it in IntelliJ IDEA
474,7,nueva-gua-gratuita-learning-javascriptmvc-free-14-page-excerpt.markdown,Nueva Guía Gratuita: Learning JavaScriptMVC -- Free 14 Page Excerpt
476,7,resources-channels-podcast-to-learn-math.en.md,13 Resources / Channels / Podcasts about Mathematics
479,7,nueva-guia-php-mysql-novice-to-ninja-5th-edition-free-57-page-preview.md,"Nueva guía: PHP & MySQL: Novice to Ninja, 5th Edition-Free 57 Page Preview"
381,7,6-steps-to-securing-your-domains.md,Nueva guía: 6 Steps to Securing Your Domains
487,7,cambiar-el-color-del-summary-en-una-preferencia-android.en.md,How to change summary color in Android's preferences
318,7,cant-update-to-firefox-48-in-gentoo-nss-version-too-old.en.markdown,"Can't Update to Firefox 48 in Gentoo, NSS Version Too Old"
500,7,chuleta-atajos-teclado-emacs.en.markdown,"Emacs cheatsheet, Shortcuts and useful packages for beginners"
506,7,impact-internet-things.markdown,Guía Gratuita - The Impact of Internet of Things (IoT) on Facilities Management
512,7,grub-customizer-20.md,Grub Customizer 2.0
0,7,how-to-change-portage-folders-to-other-location.en.markdown,How to Change Portage Folders to Other Location in Gentoo
294,7,nueva-gua-gratuita-java-concurrency-essentials.markdown,Nueva Guía Gratuita: Java Concurrency Essentials
