,label,title,title2
79,2,whatsapp-mensajes-cifrados-extremo-a-extremo.markdown,WhatsApp: Entendiendo Su Cifrado Extremo a Extremo
289,2,como-salir-mundo-google.md,Cómo salir del mundo de Google
0,2,hacking-y-seguridad-en-comunicaciones.md,Hacking y Seguridad en Comunicaciones Móviles GSM / GPRS / UMTS / LTE
518,2,biometria-seguridad-introduccion.markdown,Biometría Aplicada a La Seguridad - Introducción
274,2,aplicacion-localizacion-movil.markdown,3 Intervenciones Para Poner a Salvo Tu Teléfono Con Una Aplicación Para Localizar El Móvil
530,2,nueva-guia-security-for-a-faster-world.md,Nueva Guía: Security for a Faster World
513,2,biometria-seguridad-patrones.markdown,Biometría Aplicada a La Seguridad - Reconocimiento De Patrones
15,2,hackeando-tu-monitor-de-pantalla.markdown,Hackeando Tu Monitor De Pantalla
184,2,quic-analisis-practico-del-protocolo-de-google.md,QUIC: Análisis práctico del protocolo de Google
23,2,recommended-books.md,Libros recomendados
12,2,como-cifrar-archivos-con-openssl.md,Cómo cifrar archivos con openssl
59,2,por-que-nuestro-pc-necesita-un-firewall.md,Por qué nuestro PC necesita un firewall activado
8,2,entendiendo-oauth-que-ocurre-cuando-te-loggeas-en-un-sitio-con-google-twitter-o-facebook.md,"Entendiendo OAuth: Qué ocurre cuando te loggeas en un sitio con Google, Twitter o Facebook"
554,2,como-eliminar-tu-identidad-online-la-guia-fundamental-para-el-anonimato-y-la-seguridad-en-internet.md,Cómo eliminar tu identidad online: Guía Fundamental para el Anonimato  y Seguridad en Internet
366,2,6-steps-to-securing-your-domains.md,Nueva guía: 6 Steps to Securing Your Domains
520,2,sistemas-biometricos.markdown,Biometría Aplicada a La Seguridad - Sistemas Biometricos
474,2,basta-con-las-tablas-arcoiris-lo-que-necesitas-saber-sobre-esquemas-de-contrasenas-seguras.md,Basta con las Tablas Arcoiris: lo que necesitas saber sobre esquemas de contraseñas seguras
240,2,suplantacion-de-identidad-en-facebook.md,Suplantación de identidad en Facebook
244,3,nvidia-prepara-tegra3-4-nucleos.md,"NVIDIA prepara Tegra3, 4 núcleos"
339,3,declaracion-variable-entre-funcion-llave.markdown,Declaración De Variables Entre El Nombre De La Función Y La Primera Llave en C
345,3,codificacion.md,Codificación
346,3,ifttt-disparar-tareas-mediante-eventos.md,Ifttt: Disparar tareas mediante eventos producidos en redes sociales
241,3,chistes-de-informaticos.md,Chistes de informaticos - www.desmotivaciones.es
338,3,variables-php-depurar-print_r-var_dump.markdown,Cómo Mostrar Información De Variables PHP Depurando
349,3,cartel-del-google-io-extended-granada-organizado-por-el-gdg-granada.md,Cartel del Google I/O Extended Granada organizado por el GDG Granada
286,3,imponiendo-gpl-usando-tecnicas-de-judo.md,Imponiendo GPL usando técnicas de Judo
238,3,practica-3-bomba-digital-desensambladores.md,Desafío de ingeniería inversa en C. Soluciones
351,3,el-top-500-de-los-supercomputadores-mas.md,El top 500 de los supercomputadores más potentes del mundo
355,3,dig-chuleta-basica-de-comandos.md,Dig - Chuleta básica de comandos
236,3,plsql-registros-y-tablas.md,PL/SQL. Registros y Tablas
357,3,plsql-paquetes-packages.md,PL/SQL. Paquetes (Packages)
235,3,mi-experiencia-en-el-3-hackathon-de-la.md,Mi experiencia en el 3º Hackathon de la Universidad de Granada
359,3,lo-ultimo-en-criptografia-fully-homomorphic-encryption.md,Lo último en criptografía: Fully Homomorphic Encryption
360,3,el-mapa-mundial-de-gnulinux-img.md,El gran Mapa mundial de GNU/Linux
226,3,crear-imagenes-en-miniaturas.md,Crear miniaturas de imágenes
239,3,resources-blogs-podcast-youtube-channels-about-science.md,21 Podcasts / Canales de Youtube / Blogs sobre Ciencia
354,3,un-poco-de-circuitos-registros-y-generadores-de-secuencia.md,"Un poco de circuitos, regístros y generadores de secuencia"
248,3,how-to-convert-column-to-vectorudt-densevector-spark.md,Cómo convertir una columna a VectorUDT/DenseVector en Spark
288,3,como-evitar-que-se-aplique-ingenieria-inversa-a-un-ejecutable.md,Cómo evitar que se aplique ingeniería inversa a un ejecutable
292,3,clases-y-objetos-arrays.md,Clases y Objetos. Arrays
284,3,nueva-gua-gratuita-java-concurrency-essentials.markdown,Nueva Guía Gratuita: Java Concurrency Essentials
295,3,guerra-de-navegadores-humor.md,Guerra de navegadores [Humor]
306,3,como-desarrollar-aplicaciones-en-un-servidor-cloud-2.md,Cómo desarrollar aplicaciones en un servidor Cloud
308,3,por-que-la-autentificacion-de-2-factores-depende-de-la-experiencia-del-usuario.md,Por qué la autentificación de 2 factores depende de la experiencia del usuario
311,3,como-saber-si-tus-visitantes-usan-ad-block.md,Cómo saber si tus visitantes usan Ad-Block
282,3,componentes-del-lenguaje-sql-sql.md,Componentes del lenguaje SQL
561,3,se-busca-colaborador.md,Se busca colaborador
312,3,videos-de-la-semana-vii.md,Vídeos de la semana (VII)
313,3,guia-de-referencia-de-comandos.md,Guía de Referencia de comandos Unix/Linux [IMG]
315,3,nueva-pagina-para-informar-de-error-404.md,Nueva página para informar de error 404 en el blog
280,3,editar-y-crear-archivos-cifrados-con-gpg-en-vim.md,Editar y crear archivos cifrados con GPG en Vim
276,3,5-libros-de-no-ficcion-que-todo-geek-deberia-leer.md,21 Libros de No-Ficción que todo Geek debería leer
317,3,como-ordenar-imagenes-por-resolucion.md,Cómo ordenar imágenes por resolución
271,3,como-ejecutar-diff-a-la-salida-de-dos-comandos.markdown,Cómo Ejecutar Diff a La Salida De Dos Comandos
263,3,cinco-cursos-nuevos-en-udacity-software-testing-algoritmos-fisica-estadistica-y-logica-matematicas-discretas-2.md,"Cinco cursos nuevos en Udacity: Software Testing, Algoritmos, Física, Estadística y Lógica & matemáticas discretas"
324,3,sqrl-y-la-idea-de-eliminar-el-uso-de-usuario-y-contrasena-en-internet.md,SQRL y la idea de eliminar el uso de usuario y contraseña en internet
259,3,como-convertir-un-archivo-pdf-a-imagenes.md,Cómo convertir un archivo pdf a imágenes
252,3,sqrl-secure-quick-reliable-login-a-fondo.markdown,SQRL -Secure Quick Reliable Login a Fondo
328,3,como-crear-comandos-personalizados-en-emacs.markdown,Cómo Crear Comandos Personalizados en Emacs
249,3,how-to-remove-slotted-packages-in-gentoo.md,Cómo eliminar un paquete slotted en Gentoo
330,3,paperli-crea-tu-periodico-digital.md,Paper.li: Crea tu periódico digital automáticamente con lo más relevante de Twitter y Facebook
331,3,15-demostraciones-del-potencial-de.md,15 Demostraciones del potencial de HTML5
332,3,como-funciona-el-bitcoin-la-cripto-moneda.md,"Cómo funciona el Bitcoin, la cripto-moneda"
335,3,videos-de-la-semana-time-lapses-y.md,Vídeos de la semana - Time-Lapses y cortos de animación
247,3,apache-maven-cookbook.markdown,Libro Gratuito: Apache Maven Cookbook
285,3,statuscolor-dwm-6-1.md,Colorear la barra de estado con Simple StatusColor en DWM 6.1
405,3,nueva-guia-behind-the-mask-the-changing-face-of-hacking.markdown,"Nueva Guía: Behind the Mask, the Changing Face of Hacking"
363,3,nueva-guia-developer-report-top-social-media-and-html5-considerations-for-mobile-app-success.md,Nueva guía: Developer Report: Top Social Media and HTML5 Considerations for Mobile App Success
494,3,plsql-disparadores-o-triggers.md,PL/SQL. Disparadores o Triggers
492,3,todo-lo-que-necesitas-saber-sobre-copyright-y-licencias-en-2-minutos.md,Todo lo que necesitas saber sobre Copyright y licencias en 2 minutos
491,3,clases-y-objetos-punteros-objetos.md,Clases y Objetos. Punteros a objetos
490,3,how-to-change-portage-folders-to-other-location.markdown,Cómo Cambiar El Directorio De Portage a Otro Directorio en Gentoo
488,3,grub-customizer-20.md,"Grub Customizer 2.0, personaliza tu GRUB2"
485,3,10-things-you-must-do-with-a-brand-new-router.markdown,Ebook Gratuito: 10 Things You Must Do With a Brand New Router
483,3,bodhi-ubuntuenlightenment-perfecto-para.md,"Bodhi: Ubuntu+Enlightenment, perfecto para minimalistas"
482,3,write-to-file-scala.md,Cómo escribir a un fichero en Scala
481,3,impact-internet-things.markdown,Guía Gratuita - The Impact of Internet of Things (IoT) on Facilities Management
479,3,superordenador-de-barcelona-armandose-para-entrar-en-las-maquinas-mas-rapidas-del-mundo.md,Superordenador de Barcelona ARMándose para entrar en las máquinas más rápidas del mundo
477,3,introduccion-los-procesos.md,Introducción a los Procesos
472,3,introduccion-html5.md,Introducción a HTML5
470,3,se-puede-realmente-secuenciar-adn-con-un-dispositivo-usb.md,¿Se puede realmente secuenciar ADN con un dispositivo USB?
468,3,dominio-software-libre-no-oficial-42.md,Dominio software libre -no oficial- “.42″ disponible
467,3,expresiones-regulares-multilinea.markdown,Expresiones Regulares Multilínea
465,3,ocultar-archivos-y-otras-imagenes-dentro-de-una-imagen.md,Ocultar archivos dentro de una imagen
464,3,nunca-lo-hagas-humor.md,¡Nunca lo hagas! [Humor]
497,3,optanetm-3d-nand-tecnologa-3d-xpoint-intel-ssds.markdown,"Intel Anuncia Sus Nuevos Discos Duros, 1000 Veces Más Rápidos Que Los SSDs"
462,3,openlibra-la-biblioteca-libre-online.md,OpenLibra: La Biblioteca Libre Online tal como la esperabas
499,3,ejemplo-pdoo-ruby.md,Introducción rápida a Ruby
506,3,regin-arquitectura-malware-de-primer-nivel-vigilancia-sigilosa.md,Regin - Arquitectura del Malware de primer nivel que permite una vigilancia sigilosa
558,3,bash-syntax-highlighted-script.md,Script resaltado sintaxis bash
556,3,ejecutar-un-script-al-modificar-un-fichero-con-inotify.md,Ejecutar un script al modificar un fichero con inotify
553,3,introduccion-plsql.md,Introducción a PL/SQL
545,3,detectar-archivos-png-con-c.md,Detectar archivos PNG con C++
544,3,gana-dinero-ofreciendo-manuales-de.md,Gana dinero ofreciendo manuales de todas las áreas de conocimiento a tus lectores con RevResponse
542,3,los-desarrolladores-de-gnome-crean.md,Los desarrolladores de GNOME crean “Boxes” para la virtualización
541,3,Compile-OpenCV-3.2-with-Java-IntelliJ-IDEA.md,Compilar OpenCV 3.2 para Java y usarlo en IntelliJ IDEA
538,3,organiza-tu-lista-de-tareas-con.md,Organiza tu lista de Tareas con Remember the Milk
537,3,cronica-5-hackathon-de-la-osl-en-granada.md,Crónica del 5° hackathon de la OSL en Granada
536,3,nueva-guia-gratuita-cybersecurity-dummies-ebook.md,Nueva guía gratuita: Cybersecurity for Dummies eBook
533,3,plsql-declaracion-de-variables.md,PL/SQL. Declaración de variables
525,3,the-best-web-programming-languages-to-learn.markdown,Guia Gratuíta: The Best Web Programming Languages to Learn
524,3,probando-rockmelt.md,Probando RockMelt
517,3,how-the-cloud-will-change-application-release-applications.md,Nueva Guía: How the Cloud will Change Application Release Applications
516,3,que-significa-unknown-en-las-estadisticas-de-whos-amung.md,¿Qué significa &#8216;Unknown&#8217; en las estadísticas de Whos amung?
511,3,clases-y-objetos-funciones-inline.md,Clases y Objetos - Funciones inline
508,3,comparacion-de-tecnicas-algoritmicas-basicas-con-el-problema-de-la-mochila.markdown,Comparación de técnicas algorítmicas básicas con el problema de  la Mochila
503,3,discovering-vulnerable-web-applications.md,Nueva guía: Discovering Vulnerable Web Applications
461,3,plsql-estructuras-basicas-de-control.md,PL/SQL. Estructuras básicas de control
459,3,bloquear-una-ip-atacanto-el-servidor-mediante-iptables.md,Bloquear una IP atacando el servidor mediante iptables
457,3,estadisticas-del-blog-en-2011.md,Estadísticas del blog en 2011
409,3,nueva-guia-voip-vulnerabilities.md,Nueva Guía: VoIP Vulnerabilities
408,3,nueva-guia-mac-os-x-lion-ultimate-guide.md,Nueva guía: Mac OS X Lion: The Ultimate Guide
407,3,los-rss-del-blog-ahora-muestran-el-contenido-completo.markdown,Los RSS Del Blog Ahora Muestran El Contenido Completo
217,3,nueva-guia-computer-and-hacking-forensics-free-video-training-course.markdown,Nueva Guía: Computer and Hacking Forensics - FREE Video Training Course
403,3,chuleta-atajos-teclado-emacs.markdown,Chuleta De Comandos / Atajos De Teclado / Paquetes más útiles para Emacs
401,3,chema-alonso-hablando-de-la-inseguridad.md,Chema Alonso hablando de la inseguridad de las vías telemáticas
396,3,nueva-gua-the-essentials-of-information-security-kit.markdown,Nueva Guía: The Essentials of Information Security Kit
394,3,como-tener-un-terminal-transparente-como-wallpaper-que-muestre-informacion.md,Cómo tener un terminal transparente como wallpaper que muestre información
391,3,futuro-ides-de-escritorio.md,5 Razones por las cuales en 5 años los IDEs de escritorio estarán muertos
389,3,bloques-plsql.md,Bloques PL/SQL
384,3,obtener-dimension-imagen-internet-url.markdown,Cómo Obtener La Dimensión De Una Imagen en Internet
383,3,odias-java-estas-peleando-una-batalla-equivocada.md,¿Odias Java? Estás peleando una batalla equivocada
379,3,dejes-que-los-astronautas-de-arquitecturas-te-asusten.md,No dejes que los Astronautas de Arquitecturas te asusten
377,3,suscritebe-al-feed-rss-unicamente-en-las-categorias-que-te-interesen.md,Suscríbete al feed RSS únicamente en las categorías que te interesen
375,3,nueva-guia-the-top-10-reports-for-managing-vulnerabilities.md,Nueva Guía: The Top 10 Reports for Managing Vulnerabilities
374,3,imagen-terminal-color-texto-a-juego-linux.markdown,"Cambia La Imágen De Fondo Del Terminal Gnome Y Pon Un Color De Texto a Juego, Automáticamente"
368,3,openlibra-biblioteca-libre-online.markdown,OpenLibra Cumple 5 Años Y Estrena Versión 2.0
410,3,ocultarrevelar-informacion-dentro-de.md,Ocultar/Revelar información dentro de imágenes con C++
413,3,como-mapear-json-a-objetos-java-con-jackson-objectmapper.md,Cómo mapear json a objetos Java con Jackson ObjectMapper
416,3,humanstxt-creator-somos-personas-no.md,"Humanstxt Creator. Somos personas, no máquinas"
417,3,rss-feeds-para-cada-categora.markdown,Rss Feeds Para Cada Categoría
456,3,nueva-guia-php-mysql-novice-to-ninja-5th-edition-free-57-page-preview.md,"Nueva guía: PHP & MySQL: Novice to Ninja, 5th Edition-Free 57 Page Preview"
453,3,linea-cronologica-de-distribuciones.md,"Evolución de las distribuciones GNU/Linux, de 1992 a 2016"
452,3,nueva-gua-gratuita-learning-javascriptmvc-free-14-page-excerpt.markdown,Nueva Guía Gratuita: Learning JavaScriptMVC -- Free 14 Page Excerpt
450,3,introduccion-plsql-transacciones.md,Introducción a PL/SQL. Transacciones
449,3,solucionar-fallo-de-segmentacion-en-php-cuando-se-usa-apc.md,Solucionar fallo de segmentación en PHP cuando se usa APC
447,3,peter-norvig-hablando-sobre-clases-online.md,Peter Norvig hablando sobre clases online
443,3,clases-y-objetos-el-destructor.md,Clases y Objetos. El Destructor
441,3,que-son-los-ppa-what-ppa-is.md,¿Qué son los PPA?
362,3,todos-los-lugares-donde-deberias-habilitar-autenticacion-de-dos-factores-ahora-mismo.md,Todos los lugares donde deberías habilitar la Autenticación de Dos Factores ahora mismo
437,3,cmo-cifar-un-usb-con-veracrypt.markdown,Cómo Cifar Un USB Con Veracrypt
432,3,busca-en-google-lo-siguiente-y-veras.md,Busca en google lo siguiente y verás que pasa
431,3,introduccion-sql-sql-introduction.md,Introducción SQL
430,3,crear-miniaturas-de-imagenes-mejorado.md,Crear miniaturas de imágenes [Mejorado]
429,3,como-funciona-http2-protocolo-que-acelera-considerablemente-la-navegacion-web.md,"Cómo funciona HTTP/2, protocolo que acelerá considerablemente la navegación  Web"
427,3,el-riesgo-de-las-urls-cortas-risk-of.md,El riesgo de las URLs cortas
425,3,cosas-que-me-gustan-y-odio-de-tener-un.md,Cosas que me gustan y odio de tener un smartphone [HUMOR]
424,3,plsql-procedimientos-y-funciones.md,PL/SQL. Procedimientos y Funciones
419,3,bash-syntax-highlighted-script-improved.md,Script resaltado sintaxis bash (Mejorado)
436,3,grave-problema-en-upnp-que-afecta-a-81-millones-de-routers.md,Grave vulnerabilidad en UPnP que afecta a 81 millones de routers
216,3,plsql-excepciones.md,PL/SQL. Excepciones
562,3,como-depurar-una-aplicacion-en-django.md,Cómo depurar una aplicación en Django
118,3,nueva-guia-how-internet-works.md,Nueva guía: How the internet works
170,3,diagramas-animados-de-numeros-factorizados.md,Diagramas animados de números factorizados en HTML5
171,3,vinetas-geek-de-domingo-xiii.md,Viñetas Geek de Domingo (XIII)
104,3,optimizando-el-tiempo-de-carga-del-blog.md,Optimizando el tiempo de carga del blog
96,3,como-apagar-automaticamente-el-pc.md,Cómo apagar automáticamente el PC cuando las descargas finalicen
95,3,vinetas-geek-de-domingo-xii.md,Viñetas Geek de Domingo (XII)
94,3,cambiar-fondo-en-la-pantalla-de-login-en-debian-y-ubuntu.md,Cambiar fondo en la pantalla de login en Debian y Ubuntu
89,3,codigo-open-source-para-la-gente-por-la-gente.md,"Código Open Source: Para la gente, por la gente"
87,3,ubuntu-funcionando-en-el-samsung-galaxy.md,Ubuntu funcionando en el Samsung Galaxy Tab
174,3,generar-codigo-css-3-facilmente.md,Generar código CSS 3 fácilmente
86,3,el-estado-de-wayland-aspirante.md,"El estado de Wayland, aspirante a reemplazar X.org"
106,3,los-10-artculos-ms-visitados-de-2015.markdown,Los 10 Artículos Más Visitados De 2015
85,3,enlightenment-foundation-libraries-efl.md,Enlightenment Foundation Libraries (EFL)
178,3,algoritmos-de-caminos-cortos.md,Algoritmos de caminos cortos.
179,3,desafio-de-ingenieria-inversa-en-c.md,Desafío de ingeniería inversa en C
76,3,copiar-archivos-recursivamente.md,Copiar archivos recursivamente
74,3,resources-channels-podcast-to-learn-math.md,13 recursos / canales / podcasts sobre matemáticas
187,3,nueva-guia-system-administration-and-security-salary-and-skills-report.markdown,Nueva Guía: System Administration & Security - Salary & Skills Report
188,3,clases-y-objetos-control-del-acceso-los.md,Clases y Objetos. Control del acceso a los miembros de la clase
67,3,informe-sobre-defensa-frente-a-ciberamenazas-2015-por-cyberedge-group.markdown,Informe Sobre Defensa Frente a Ciberamenazas 2015. Por CyberEdge Group
66,3,lo-mas-leido-en-elbauldelprogramador.md,Lo más leido en ElbaulDelProgramador (Noviembre 2011)
64,3,error-al-implementar-amp-mustache.markdown,Cómo solucionar errores Al Implementar Amp-mustache
61,3,la-recursividad-explicada-por-homer.md,"La recursividad, explicada por Homer Simpson"
177,3,logrando-el-anonimato-con-tor-parte-1.md,Logrando el anonimato con Tor (Parte 1)
58,3,cuarto-hackathon-de-proyectos-de.md,Cuarto Hackathon de proyectos de software libre de la UGR
107,3,ejemplo-pdoo-java.md,C++ y Java
109,3,5-razones-para-estar-entusiasmados-con-java-en-el-2013.md,5 Razones para estar entusiasmados con Java en el 2013
140,3,videos-de-la-semana-unos-cuantos-cortos.md,Vídeos de la semana: Unos cuantos cortos y un time-lapse
139,3,como-saber-que-particion-pertenece-un.md,Cómo saber a qué partición pertenece un archivo en GNU/Linux
138,3,nueva-guia-computer-inside-your-computer-how-to-use-virtualbox.md,Nueva Guía: Computer Inside Your Computer: How To Use VirtualBox
136,3,wxmaxima-encontro-un-error-durante-la-carga.md,Cómo resolver el error &#8216;wxMaxima encontró un error durante la carga&#8217;
133,3,enlaces-de-la-semana-ii.md,Enlaces de la semana ( II )
147,3,enlaces-de-la-semana-i.md,Enlaces de la semana ( I )
131,3,nullpointerexception-facebook.markdown,Qué Esta Causando Un NullPointerException en Facebook E Internet y cómo solucionarlo
148,3,convertir-archivos-mp4-a-mp3-masivamente.md,Convertir archivos mp4 a mp3 masívamente
150,3,optimizar-sumas-en-paralelo.md,Optimizar sumas en paralelo
151,3,parametros-variables-en-cc.md,Pasar parámetros variables en C/C++
168,3,nuevos-cursos-disponibles-en-udacity-la-universidad-online-gratuita.md,"Nuevos Cursos disponibles en Udacity, la universidad online gratuita"
152,3,rockmelt-una-navegador-social-basado-en.md,"Rockmelt, una navegador social basado en Chromium"
153,3,el-uso-de-contrasenas-en-una-evolucion-tecnologica.md,El uso de contraseñas en una evolución tecnológica
157,3,cual-es-la-diferencia-entre-los-distintos-formatos-de-audio-y-cual-deberia-elegir.md,"¿Cual es la diferencia entre los distintos formatos de audio, y cual debería  elegir?"
121,3,fundamentos-de-plsql.md,Fundamentos de PL/SQL
215,3,logrando-el-anonimato-con-tor-parte-2-proxies-y-servidores-de-dns.md,Logrando el anonimato con Tor (Parte 2) : Proxies y servidores de DNS
161,3,clases-y-objetos-el-constructor.md,Clases y Objetos. El Constructor
162,3,que-es-quic-el-nuevo-protocolo-desarrollado-por-google.md,"Qué es QUIC, el nuevo protocolo desarrollado por Google"
116,3,mejoras-para-el-proyecto-pylabra.md,Mejoras para el proyecto PyLabra
115,3,explotacion-buffers-overflows-y-exploits-parte-i.md,Explotación - Buffers OverFlows y exploits (Parte I)
163,3,informacion-del-boicot-wikileaks.md,Recopilación de Información del Boicot a WikiLeaks
166,3,como-crear-un-repositorio-ppa-how.md,Como crear un PPA (Personal Package Archive)
126,3,pylabra-aplicacion-para-almacenar.md,Pylabra. Aplicación para almacenar vocabulario
57,3,tunning-basico-de-sql.md,Tunning básico de SQL
77,3,clases-y-objetos-definir-una-clase.md,Clases y Objetos. Definir una Clase
